电影名称,评论者,评分等级,评论日期,点赞数,评论内容
原始星球,小茹儿,推荐, 2014-05-22 14:29:08 ,0,可能是之前看过《黄色潜水艇》还有《迷墙》，觉得《原始星球》给我的冲击力不是很大。不管是地下丝绒、安迪沃霍尔、平克佛洛依德还是披头士，40年前在我朝还是当今朝鲜一样的社会的同期，西方人已经深刻地以实验性的或激进的方式和手法创作出了对意识形态的形成具有某种导向性的大量艺术作品，赞
原始星球,Shing Chen,较差, 2016-11-14 22:36:56 ,1,特别无聊的一部电影，断断续续了不下十遍才终于看完，还是为了整理硬盘空间。作者的脑洞全部用于创作生物和环境了，故事骨子里是一个人类反抗外星统治的过程，哪怕讲人类起源都比这个反转吧。
原始星球,beborn,2013-08-06 17:18:53, 2013-08-06 17:18:53 ,0,一个宠物逆袭的故事 后期制作明显抽条
银河护卫队3,朝暮雪,推荐, 2023-05-05 04:19:59 ,15698,"《银护1》22：04出现过水獭的名字莱拉。
至高进化给她装了机械臂，《复联3》火箭浣熊想要得到巴基的机械臂，因为机械臂让他想起了莱拉。
《银护1》火箭浣熊想要狱友的假肢，因为假肢让他想起了兔子板板。
他还想要勇度手下的假眼，因为大牙的眼睛被至高进化改造过，它无法自发地眨眼，眨眼是由机器控制的。
《银护2》25：13墙上出现了大牙的画像，可能是大牙被抓起来之前别人给它画的。
《银护2》1：27：25左上角伊戈的其中一个妻子和螳螂女是相同的种族，《银护：圣诞特别篇》证实了螳螂女是星爵的妹妹。
《银护2》毁灭者说“全宇宙有两种人，跳舞的和不跳舞的”，《银护3》他再次说“只有傻子才跳舞”，然而结局他却跳起了舞。
格鲁特并没有说新的台词，他说的还是“我是格鲁特”，只不过这一次我们能听懂他说的话了，因为我们已经是银护的一员了。"
银河护卫队3,黑特-007,推荐, 2023-05-03 17:57:58 ,5482,银护系列将因为发挥稳定而被踢出漫威宇宙，虽然我觉得为了讲火箭身世完全可以走迷你剧没必要又水一部电影出来= =结尾说明大家都知道漫威现在就这个系列还算拿得出手必须一直拍下去了
银河护卫队3,R人民艺术家,推荐, 2023-05-06 06:26:37 ,4333,动森岛建不理想只能炸岛 害
银河护卫队3,女神的秋裤,力荐, 2023-05-03 18:41:17 ,5032,这才是漫威！《复联4》后最佳！笑着笑着就流泪…银护浓味相当冲，沙雕逗比浓度相当高，笑料足，动作场面够大也精彩，但最让人动容的不是这些，而是让人泪目的细节：一个小蓝人出现，许多人鼓掌，那是粉丝最喜欢和怀恋的角色之一；一声奇怪的猴叫，是一位硬汉父亲的柔软，和我们从未见过的父女美好时光；一句“嗯”，是跨越多元宇宙的姐妹情；一个纳米科技手臂，是钢铁侠的遗产；一个尴尬的拥抱，是没有血缘关系的家人；一只被捡起的小浣熊，是曾经几条怪胎生命的抱团取暖，和现在的一个都不能少；一句“我爱你们”，是别人都听不懂的IamGroot，如今你却能听懂他每句的含义。他们来自宇宙中各个角落的三流角色，是怪胎，但聚在一起，他们是会为了对方牺牲一切的一家人。这样的系列结局，作为粉丝我很满意。感谢这帮逗比，I am Groot！
银河护卫队3,BachFuga,力荐, 2023-05-05 23:56:00 ,3398,2023年了还是会因为勇度而哭泣
银河护卫队3,穿越歧路花园,还行, 2023-05-03 18:18:08 ,2081,除了火箭的多个身世闪回穿插得很好以外，主线剧情完全不如前两部。还是乱。
银河护卫队3,理易封,推荐, 2023-05-03 18:10:56 ,4395,第四+第五阶段目前最佳，感觉像一只摇滚乐队的解散演唱会，每个人物都照顾到了，真的family，而非虚假的口号。火箭浣熊是主角，算比较完整的成长吧，剧情方面还是偏弱，靠暴力大尺度镜头和音乐拉回了很多分，还有那段精彩的长镜头，太牛了
银河护卫队3,我是猪Pigangel,推荐, 2023-05-03 18:24:48 ,3052,"【银河护卫队3（8.0/10）】
吊打《复联4》的完结篇。
冈导是漫威影业唯一一位完整执导三部曲的导演，也许真的应该感谢他把对角色最后的理解最好的结局都放在这部片里。
这种对角色情感和坚持如一的人设，最终完成了几近完美的三部曲，肯定如果你爱过这群loser，一定会被感动。

也许这是最后一部“有笑有泪，漫威最佳”，因为他们可能再也塑造不出讨人喜欢的角色了。"
银河护卫队3,琦殿,2023-05-05 16:11:13, 2023-05-05 16:11:13 ,1991,“他是我们中唯一一个不讨厌自己的人。”
银河护卫队3,tangerine,力荐, 2023-05-05 12:52:22 ,3144,三部看下来，银护真是处处处心积虑，因为没有漫画人气支撑，电影里也给复联跑龙套，他们的一切都是自己打拼来的，所以古恩真的珍惜这些角色，想给他们一个美好的结局，也给观众一部优秀的电影。它依旧有缺陷，但它已经是一部完美的银河护卫队3了，任何人包括古恩都已经做到一切，没办法让它变得更好，如果你曾经爱过这些角色，陪他们走过全程，没有什么理由不再次走进电影院，回忆一下那个曾经多么marvelous的marvel吧。
银河护卫队3,谢谢你们的鱼,力荐, 2023-05-03 18:03:36 ,2019,爆炸了，《美国队长3》之后的复联最佳，比《复仇者联盟》3、4加在一起还要好看。简直就是系列里面的《西斯的复仇》。两个半小时极其疯狂的观影体验，滚导最后一部漫威非常火力全开，视觉、配乐、情绪、爽感都是顶到不行，甚至融入了一些约翰·卡彭特、库布里克以及柯南伯格的元素。而火箭的故事线和结尾真的哭惨了，滚导真的爱他的每一个角色，爱每一个孤独的灵魂，三刷预定！
银河护卫队3,就想睡觉,推荐, 2023-05-07 01:09:58 ,2604,幸好没有卡魔拉恢复记忆相亲相爱一家人的俗套戏码，这就是最好的结局
银河护卫队3,mee,力荐, 2023-05-03 22:18:58 ,1982,每一秒都值得。我永远爱火箭浣熊。
银河护卫队3,连城易脆,还行, 2023-05-04 09:45:56 ,747,"很遗憾，我的观影体验并不好。自诩漫威粉的我过去十多年也是一部不落，能0点场就0点场，能特效厅就特效厅，但是如今的我似乎某种程度丧失了看漫威电影的乐趣，最多的感受是【混乱】和【疲惫】。
以至于我昨天看到有人评价胜过复联4的时候一方面感到匪夷所思，一方面又非常羡慕别人可以拥有这么愉快的观影体验。不过好在看到一些友邻评价后，中和了我内心的困惑和失落。

【混乱】感主要在于出场人物太多，要么只有一些基础印象，要么对其前史一无所知，当你试图搞清楚人物关系和对白逻辑时，发现完全是徒劳。而且绝大多数角色都会沦为工具人，只是符号性的存在。包括反派在内，普遍缺乏人格魅力。【疲惫】感则体现在超长的时长和五彩斑斓的视觉带来不再是一种享受，反而是一种负担和消耗。本片唯一让我称道的可能就是走廊一气呵成的长镜头战斗吧。"
银河护卫队3,qiuchen028,还行, 2023-05-05 21:07:28 ,580,"很中规中矩啊……为啥评价这么高
感觉还没有银1和2好"
银河护卫队3,不留痕迹,推荐, 2023-05-03 17:44:41 ,2562,又一次情感过山车般的体验，不断在笑点和泪点间自如的切换。第一次感到每个角色都如此重要，即便一代银河护卫队不复存在了，大家散落在宇宙各处，但We are Groot！最后的彩蛋是银护全家福，让它没有变成MCU第五阶段的又一轮铺垫，而是独属于系列的最终章，滚导有心了。
银河护卫队3,烧饼夹儿,推荐, 2023-05-07 14:01:30 ,1245,最好的在一起就是活着各奔东西
银河护卫队3,鸣蜩凌午,力荐, 2023-05-06 21:45:01 ,1458,虚假的家庭:速度与激情   真正的family:银河护卫队
银河护卫队3,影志,较差, 2023-05-03 18:12:06 ,1186,"别把自己当复联，动辄2个半小时，除了小机灵和劲歌金曲外，一片混乱，甚至一些金曲都变得聒噪震耳。太多强行和刻意，让三部曲成为狗尾续貂烂尾之作。火箭浣熊的童年线强行插入和煽情，莱拉、大牙、板板、火箭朋友们在一起真开心又莫名其妙让三个朋友致死，强行制造同情…暴躁刻薄的卡魔拉烦死人，由此强行给星爵打造的痴情人设也于事无补。反派脸上依旧写着“我是反派”的刻板印象，即便不是想统治宇宙，想让这个社会变美好也一样烂俗…“I’m groot”的格鲁特改口“I love you, guys”都没那么可爱了…所有角色和设定让人不适，不管是谁都无限暴躁，为插科打诨而硬来乱来。或许只有片头的“Creep”和片尾的“Dog Days Are Over”在激麦厅听听歌聊以慰藉了…"
银河护卫队3,leslie1991,推荐, 2023-05-05 18:49:14 ,1156,滚导最后一部了，满满的情怀，也不蹭复联热度，单纯就是银河护卫队的电影。某个角色死了，观众：嗯……。小动物死了，观众：T_T
银河护卫队3,过去是只猫,力荐, 2023-05-07 00:50:17 ,1051,“鲨我别用浣熊刀”最受不了看小动物痛苦
银河护卫队3,名字取的长就牛,力荐, 2023-05-07 14:15:23 ,713,"感谢滚导没有强制让卡魔拉和星爵在一起，重生了那就是全新的她，星爵所喜欢的就是过去的那个她。
银卫能有这样的一个完美结局真的很感动，各位都得到了自己的救赎，很棒。"
银河护卫队3,根,还行, 2023-05-05 18:57:25 ,270,比之前被痛骂难看的几部强得很有限，也就火箭前史还行，但也实在老套，前面基因公司那趴就像在看皮肤病拟人广告。游乐园式电影确实快走到头了，电影多少是要有点出乎意料的东西才有趣啊。
银河护卫队3,端木胥,力荐, 2023-05-07 18:09:44 ,601,"最后格鲁特说出了“我爱大家”，其他人没有惊讶，因为他说的还是“我是格鲁特”，只不过我们也成了银河护卫队的一员，听懂了格鲁特的语言。
漫威电影的魅力就在于，我们在现实世界不断成长，他也在电影世界陪我们经历，像个老朋友，互相打闹，互相依赖。
复联之后漫威电影进入了一个新的阶段，但是表现都不尽如人意，银护3的出现为漫威保留了最后一丝尊严。
但好像也到了要说再见的时候。"
银河护卫队3,北辰,推荐, 2023-09-04 00:14:47 ,3,看了复联3过来的，表示人都全凉了，怎么拍？
银河护卫队3,又子又,还行, 2023-05-06 16:56:17 ,292,7.3／10   都创造完美世界了，就不能修复下自己的脸？
银河护卫队3,同志亦凡人中文站,较差, 2023-05-03 18:02:36 ,348,如果说第一部观感是I am Groot，第二部是I am Groot，第三部就是I am Groot。好在没有第四部了...（过犹不及的金曲串烧和卖蠢笑话反复在我的雷区蹦迪，滚导真的快滚不动了）
银河护卫队3,子戈,还行, 2023-05-07 10:29:17 ,223,"在漫威所有单体里，还是比较认这个系列，它一直在讲多元共存。成员里一只浣熊，一棵树，一个傻子，一个逗比，还有灭霸养女，这些八竿子打不着的人，最后成了一家人。到这部里，不光救人，也救动物，还把敌人吸纳成自己成员。这个观念一以贯之。最后让浣熊做队长，显然也更有助于传达这个观念。

而且不上价值，只践行，就还挺好。"
银河护卫队3,jellyfish,力荐, 2023-05-03 19:11:13 ,572,开头浣熊火箭拿着随身听听Creep的时候我的眼泪就忍不住了。当随身听从星爵手上传递到火箭手上，不仅仅是队长的交接，还是叙事主体和情感表达的交换。第一二集讲的都是星爵的故事、卡魔拉和星云姐妹的挣扎，火箭是那个又特别又不羁的伙伴。他一人背负了伤痛的过往，终于在这一集伙伴看到。从开头否认自己是浣熊，到最后看到笼子上的浣熊标签，大声喊出自己是火箭浣熊，证明他终于与过往和解了。救出孩子、救出动物也救了那个曾经袭击他们的术士，那个混乱的太空堡垒反而更像是理想的乌托邦。歌里唱Dog days are over，银河护卫队虽然换了人但是主题曲还是在战斗时响起来了，真好啊。
银河护卫队3,刘半仙不豆瓣,力荐, 2023-05-05 20:09:38 ,490,补：滚导笔下的漫威会更有生机一些。小动物的回忆戏份梦核浓度很高，机械半肉身的美术风格，恐怖谷效应加持下却有种特别的催泪体验/武戏处理到位，一段长镜头的打戏好莱坞顶尖水平
