电影名称,上映日期,评分,评论人数,演员,类型,国家,电影ID,URL
狗咬狗,2006-08-17,8.1,102174,"陈冠希,李灿森,裴唯莹","动作,犯罪,剧情,惊悚",中国香港,1853160,https://movie.douban.com/subject/1853160/
狂怒,2014-11-21,8.0,207380,"布拉德·皮特,希亚·拉博夫,罗根·勒曼","剧情,动作,战争","美国,中国大陆,英国",23331914,https://movie.douban.com/subject/23331914/
太极旗飘扬,2004-02-06,8.3,90402,"张东健,元斌,李恩珠","动作,剧情,战争",韩国,1304972,https://movie.douban.com/subject/1304972/
国家公敌,1998-11-20,8.2,118894,"威尔·史密斯,吉恩·哈克曼,乔恩·沃伊特","动作,剧情,惊悚",美国,1297544,https://movie.douban.com/subject/1297544/
星际迷航,2009-05-15,8.1,176312,"克里斯·派恩,扎克瑞·昆图,伦纳德·尼莫伊","动作,冒险,科幻","美国,德国",2132932,https://movie.douban.com/subject/2132932/
异形2,1986-07-18,8.1,174265,"西格妮·韦弗,凯莉·赫恩,迈克尔·比恩","动作,科幻,惊悚,冒险",美国,1293792,https://movie.douban.com/subject/1293792/
秘密特工,2015-08-14,8.1,173687,"亨利·卡维尔,艾米·汉莫,艾丽西亚·维坎德","喜剧,动作,冒险","美国,英国",6845667,https://movie.douban.com/subject/6845667/
金刚,2006-01-12,8.0,321823,"安迪·瑟金斯,娜奥米·沃茨,杰克·布莱克","动作,奇幻,冒险","新西兰,美国,德国",1309043,https://movie.douban.com/subject/1309043/
壮志凌云2：独行侠,2022-05-18,8.0,176758,"汤姆·克鲁斯,詹妮弗·康纳利,迈尔斯·特勒",动作,"美国,中国大陆",6893932,https://movie.douban.com/subject/6893932/
画江湖之天罡,2023-12-29,8.2,62499,"孟宇,阎么么,王凯","动作,动画,武侠",中国大陆,36066128,https://movie.douban.com/subject/36066128/
未知死亡,2008-12-25,8.2,111395,"阿米尔·汗,缇努·阿南德,阿辛","动作,剧情,悬疑,爱情,惊悚",印度,3397503,https://movie.douban.com/subject/3397503/
X特遣队：全员集结,2021-07-28,8.0,294238,"玛格特·罗比,伊德瑞斯·艾尔巴,约翰·塞纳","喜剧,动作,科幻,冒险","美国,加拿大,英国",26741632,https://movie.douban.com/subject/26741632/
生化危机2：启示录,2004-09-10,8.0,287252,"米拉·乔沃维奇,西耶娜·盖尔利,奥德·菲尔","动作,科幻,恐怖","德国,法国,英国,加拿大,美国",1308752,https://movie.douban.com/subject/1308752/
给爸爸的信,1995-02-18,8.1,85369,"李连杰,梅艳芳,谢苗","剧情,动作,犯罪","中国香港,中国大陆",1299250,https://movie.douban.com/subject/1299250/
醉拳2,1994-02-03,8.1,84117,"成龙,梅艳芳,狄龙","动作,喜剧",中国香港,1307319,https://movie.douban.com/subject/1307319/
赌神2,1994-12-15,8.0,141754,"周润发,梁家辉,吴倩莲","动作,喜剧",中国香港,1292506,https://movie.douban.com/subject/1292506/
热血高校2,2009-04-11,8.2,104286,"小栗旬,矢部享佑,黑木美沙",动作,日本,3074408,https://movie.douban.com/subject/3074408/
喋血街头,1990-08-17,8.2,57383,"梁朝伟,张学友,李子雄","剧情,动作,犯罪,惊悚",中国香港,1295344,https://movie.douban.com/subject/1295344/
钢铁侠3,2013-05-01,7.9,437433,"小罗伯特·唐尼,格温妮斯·帕特洛,唐·钱德尔","动作,科幻","美国,中国大陆",3231742,https://movie.douban.com/subject/3231742/
夺宝奇兵3,1989-05-24,8.3,77870,"哈里森·福特,肖恩·康纳利,丹霍姆·艾略特","剧情,动作,奇幻,冒险",美国,1293471,https://movie.douban.com/subject/1293471/
新警察故事,2004-09-24,7.9,349585,"成龙,谢霆锋,杨采妮","动作,犯罪,剧情,惊悚","中国大陆,中国香港",1306160,https://movie.douban.com/subject/1306160/
杀死比尔：整个血腥事件,2011-03-27,8.7,41221,"乌玛·瑟曼,迈克尔·鲍文,大卫·卡拉丁","动作,犯罪",美国,10756537,https://movie.douban.com/subject/10756537/
碟中谍5：神秘国度,2015-09-08,7.9,337633,"汤姆·克鲁斯,杰瑞米·雷纳,丽贝卡·弗格森","动作,惊悚,冒险","美国,中国大陆,奥地利,英国,摩洛哥",10727641,https://movie.douban.com/subject/10727641/
星际迷航2：暗黑无界,2013-05-28,8.0,219432,"克里斯·派恩,扎克瑞·昆图,佐伊·索尔达娜","动作,科幻,冒险",美国,3642843,https://movie.douban.com/subject/3642843/
笑傲江湖,1990-01-27,8.0,119423,"许冠杰,叶童,张学友","动作,武侠,古装","中国香港,中国台湾",1297304,https://movie.douban.com/subject/1297304/
浪客剑心 最终章 追忆篇,2021-06-04,8.6,45872,"佐藤健,有村架纯,高桥一生","剧情,动作,冒险",日本,33407124,https://movie.douban.com/subject/33407124/
第五元素,1997-05-07,8.0,206564,"布鲁斯·威利斯,加里·奥德曼,米拉·乔沃维奇","动作,科幻,冒险","法国,英国,美国",1293531,https://movie.douban.com/subject/1293531/
死侍,2016-02-12,7.9,494563,"瑞安·雷诺兹,莫蕾娜·巴卡琳,艾德·斯克林","喜剧,动作,科幻,冒险","美国,加拿大",3718279,https://movie.douban.com/subject/3718279/
暴力街区,2004-11-10,8.1,128756,"塞瑞尔·拉菲利,大卫·贝利,毕比·纳西利","动作,犯罪",法国,1292326,https://movie.douban.com/subject/1292326/
美国队长3,2016-05-06,7.9,472047,"克里斯·埃文斯,小罗伯特·唐尼,斯嘉丽·约翰逊","动作,科幻",美国,25820460,https://movie.douban.com/subject/25820460/
局内人,2015-11-19,8.1,125737,"李炳宪,曹承佑,白润植","剧情,动作,犯罪,惊悚",韩国,25862354,https://movie.douban.com/subject/25862354/
新少林五祖,1994-02-05,8.0,103608,"李连杰,谢苗,邱淑贞","剧情,动作,冒险,武侠,古装",中国香港,1296837,https://movie.douban.com/subject/1296837/
赌圣,1990-08-18,7.9,216555,"周星驰,张敏,吴孟达","喜剧,动作",中国香港,1298644,https://movie.douban.com/subject/1298644/
激战,2013-08-16,7.9,204443,"张家辉,彭于晏,李馨巧","剧情,动作,运动","中国香港,中国大陆",20388223,https://movie.douban.com/subject/20388223/
倚天屠龙记之魔教教主,1993-12-18,7.9,204445,"李连杰,张敏,邱淑贞","动作,奇幻,武侠,古装","中国香港,中国大陆",1299059,https://movie.douban.com/subject/1299059/
控方证人,1957-12-17,9.6,629648,"泰隆·鲍华,玛琳·黛德丽,查尔斯·劳顿","剧情,犯罪,悬疑,惊悚",美国,1296141,https://movie.douban.com/subject/1296141/
盗梦空间,2010-09-01,9.4,2180536,"莱昂纳多·迪卡普里奥,约瑟夫·高登-莱维特,艾利奥特·佩吉","剧情,科幻,悬疑,冒险","美国,英国",3541415,https://movie.douban.com/subject/3541415/
控方证人,1982-12-04,9.4,86870,"拉尔夫·理查德森,黛博拉·蔻儿,博·布里奇斯","剧情,犯罪,悬疑","美国,英国",5294851,https://movie.douban.com/subject/5294851/
窃听风暴,2006-03-23,9.2,597187,"乌尔里希·穆埃,马蒂娜·格德克,塞巴斯蒂安·科赫","剧情,悬疑",德国,1900841,https://movie.douban.com/subject/1900841/
红辣椒,2006-09-02,9.1,514023,"林原惠美,江守彻,堀胜之祐","动画,悬疑,科幻,惊悚",日本,1865703,https://movie.douban.com/subject/1865703/
未麻的部屋,1997-08-05,9.1,381017,"岩男润子,松本梨香,辻亲八","剧情,犯罪,动画,悬疑,惊悚",日本,1395091,https://movie.douban.com/subject/1395091/
切腹,1962-09-16,9.4,49816,"仲代达矢,石浜朗,岩下志麻","剧情,动作,悬疑",日本,1304920,https://movie.douban.com/subject/1304920/
搏击俱乐部,1999-09-10,9.0,900667,"爱德华·诺顿,布拉德·皮特,海伦娜·伯翰·卡特","剧情,动作,悬疑,惊悚",美国,1292000,https://movie.douban.com/subject/1292000/
惊魂记,1960-06-16,9.0,323565,"安东尼·博金斯,维拉·迈尔斯,约翰·加文","悬疑,惊悚,恐怖",美国,1293181,https://movie.douban.com/subject/1293181/
禁闭岛,2010-02-13,8.9,1040429,"莱昂纳多·迪卡普里奥,马克·鲁弗洛,本·金斯利","剧情,悬疑,惊悚",美国,2334904,https://movie.douban.com/subject/2334904/
蝴蝶效应,2004-01-23,8.9,996189,"阿什顿·库彻,梅洛拉·沃尔特斯,艾米·斯马特","剧情,悬疑,科幻,惊悚","美国,加拿大",1292343,https://movie.douban.com/subject/1292343/
致命魔术,2006-10-17,8.9,909412,"休·杰克曼,克里斯蒂安·贝尔,迈克尔·凯恩","剧情,悬疑,惊悚","英国,美国",1780330,https://movie.douban.com/subject/1780330/
致命ID,2003-04-25,8.9,882309,"约翰·库萨克,雷·利奥塔,阿曼达·皮特","剧情,悬疑,惊悚",美国,1297192,https://movie.douban.com/subject/1297192/
杀人回忆,2003-05-02,8.9,771199,"宋康昊,金相庆,金雷夏","剧情,动作,犯罪,悬疑,惊悚",韩国,1300299,https://movie.douban.com/subject/1300299/
第六感,1999-08-06,8.9,592707,"布鲁斯·威利斯,海利·乔·奥斯蒙,托妮·科莱特","剧情,悬疑,惊悚",美国,1297630,https://movie.douban.com/subject/1297630/
绿里奇迹,1999-12-10,8.9,358124,"汤姆·汉克斯,大卫·摩斯,迈克·克拉克·邓肯","犯罪,剧情,奇幻,悬疑",美国,1300374,https://movie.douban.com/subject/1300374/
十二怒汉（电视版）,1954-09-20,9.5,26896,"罗伯特·卡明斯,法兰奇·汤恩,爱德华·阿诺德","剧情,犯罪,悬疑",美国,10583098,https://movie.douban.com/subject/10583098/
追随,1998-04-24,8.9,192537,"杰里米·西奥伯德,亚历克斯·霍,露西·拉塞尔","犯罪,悬疑,惊悚",英国,1397546,https://movie.douban.com/subject/1397546/
看不见的客人,2017-09-15,8.8,1351059,"马里奥·卡萨斯,阿娜·瓦格纳,何塞·科罗纳多","剧情,犯罪,悬疑,惊悚",西班牙,26580232,https://movie.douban.com/subject/26580232/
心迷宫,2015-10-16,8.8,567034,"霍卫民,王笑天,罗芸","剧情,犯罪,悬疑",中国大陆,25917973,https://movie.douban.com/subject/25917973/
七宗罪,1995-09-22,8.8,992007,"摩根·弗里曼,布拉德·皮特,凯文·史派西","剧情,犯罪,悬疑,惊悚",美国,1292223,https://movie.douban.com/subject/1292223/
哈利·波特与火焰杯,2005-11-18,8.8,716118,"丹尼尔·雷德克里夫,艾玛·沃森,鲁伯特·格林特","悬疑,奇幻,冒险","英国,美国",1309055,https://movie.douban.com/subject/1309055/
告白,2010-06-05,8.8,703409,"松隆子,冈田将生,木村佳乃","剧情,悬疑",日本,4268598,https://movie.douban.com/subject/4268598/
电话谋杀案,1954-05-29,8.9,142656,"雷·米兰德,格蕾丝·凯利,罗伯特·卡明斯","犯罪,悬疑,惊悚",美国,1301231,https://movie.douban.com/subject/1301231/
谍影重重3,2007-11-15,8.8,441779,"马特·达蒙,朱丽娅·斯蒂尔斯,大卫·斯特雷泽恩","动作,悬疑,惊悚","美国,德国,法国,英国",1578507,https://movie.douban.com/subject/1578507/
神探夏洛克：最后的誓言,2014-01-12,9.0,73205,"本尼迪克特·康伯巴奇,马丁·弗瑞曼,鲁珀特·格雷夫斯","剧情,犯罪,悬疑",英国,25804790,https://movie.douban.com/subject/25804790/
罗生门,1950-08-26,8.8,334875,"三船敏郎,京町子,森雅之","剧情,犯罪,悬疑",日本,1291879,https://movie.douban.com/subject/1291879/
洛城机密,1997-09-19,8.8,157995,"凯文·史派西,罗素·克劳,盖·皮尔斯","剧情,犯罪,悬疑,惊悚",美国,1292348,https://movie.douban.com/subject/1292348/
消失的爱人,2014-09-26,8.7,1013285,"本·阿弗莱克,裴淳华,尼尔·帕特里克·哈里斯","剧情,犯罪,悬疑,惊悚",美国,21318488,https://movie.douban.com/subject/21318488/
恐怖直播,2013-07-31,8.7,689575,"河正宇,李璟荣,全慧珍","剧情,犯罪,悬疑",韩国,21360417,https://movie.douban.com/subject/21360417/
记忆碎片,2000-09-05,8.7,634820,"盖·皮尔斯,凯瑞-安·莫斯,乔·潘托里亚诺","犯罪,剧情,悬疑,惊悚",美国,1304447,https://movie.douban.com/subject/1304447/
电锯惊魂,2004-01-19,8.7,570391,"雷·沃纳尔,加利·艾尔维斯,丹尼·格洛弗","悬疑,惊悚,恐怖",美国,1417598,https://movie.douban.com/subject/1417598/
蓝白红三部曲之红,1994-05-12,8.8,128638,"伊莲娜·雅各布,让-路易·特兰蒂尼昂,弗雷德里奎·费德","剧情,爱情,悬疑","法国,波兰,瑞士",1292047,https://movie.douban.com/subject/1292047/
公民凯恩,1941-09-05,8.8,124015,"奥逊·威尔斯,约瑟夫·科顿,多萝西·康明戈尔","剧情,悬疑",美国,1292288,https://movie.douban.com/subject/1292288/
谍影重重2,2004-11-14,8.7,373543,"马特·达蒙,布莱恩·考克斯,琼·艾伦","动作,悬疑,惊悚","美国,德国",1308767,https://movie.douban.com/subject/1308767/
斯隆女士,2016-11-11,8.8,109601,"杰西卡·查斯坦,古古·姆巴塔-劳,约翰·利思戈","剧情,悬疑","美国,法国",26703158,https://movie.douban.com/subject/26703158/
后窗,1954-08-01,8.7,216290,"詹姆斯·斯图尔特,格蕾丝·凯利,温戴尔·柯瑞","悬疑,惊悚",美国,1299080,https://movie.douban.com/subject/1299080/
迷魂记,1958-05-09,8.7,148306,"詹姆斯·斯图尔特,金·诺瓦克,芭芭拉·贝尔·戈迪斯","爱情,悬疑,惊悚",美国,1297294,https://movie.douban.com/subject/1297294/
血观音,2017-10-15,8.6,485591,"惠英红,吴可熙,文淇","剧情,悬疑",中国台湾,27113517,https://movie.douban.com/subject/27113517/
彗星来的那一夜,2013-09-19,8.6,629751,"艾米丽·芭尔多尼,莫瑞·史特林,尼古拉斯·布兰登","科幻,悬疑,惊悚","美国,英国",25807345,https://movie.douban.com/subject/25807345/
谍影重重,2002-11-21,8.6,454334,"马特·达蒙,弗朗卡·波滕特,克里斯·库珀","动作,悬疑,惊悚","美国,德国,捷克",1304102,https://movie.douban.com/subject/1304102/
赎罪,2008-02-22,8.6,415743,"詹姆斯·麦卡沃伊,西尔莎·罗南,凯拉·奈特莉","剧情,悬疑,爱情,战争","英国,法国",1950148,https://movie.douban.com/subject/1950148/
非常嫌疑犯,1995-01-25,8.6,269783,"史蒂芬·鲍德温,加布里埃尔·伯恩,本尼西奥·德尔·托罗","犯罪,悬疑,惊悚","德国,美国",1292214,https://movie.douban.com/subject/1292214/
误杀瞒天记,2022-04-15,8.6,268737,"阿贾耶·德乌干,塔布,施芮娅·萨兰","剧情,犯罪,悬疑",印度,26419637,https://movie.douban.com/subject/26419637/
大卫·戈尔的一生,2003-02-21,8.6,242765,"凯文·史派西,凯特·温斯莱特,劳拉·琳妮","剧情,犯罪,悬疑","美国,德国,英国,西班牙",1305725,https://movie.douban.com/subject/1305725/
守望者,2009-03-06,8.6,225266,"帕特里克·威尔森,卡拉·古奇诺,比利·克鲁德普","动作,科幻,悬疑",美国,1972698,https://movie.douban.com/subject/1972698/
尼罗河上的惨案,1978-09-29,8.6,173243,"彼得·乌斯蒂诺夫,简·伯金,洛伊丝·奇利斯","剧情,犯罪,悬疑",英国,1302100,https://movie.douban.com/subject/1302100/
东方快车谋杀案,1974-11-24,8.6,163830,"阿尔伯特·芬尼,劳伦·白考尔,马丁·鲍尔萨姆","剧情,犯罪,悬疑",英国,1292699,https://movie.douban.com/subject/1292699/
恐怖游轮,2009-10-16,8.5,924551,"梅利莎·乔治,利亚姆·海姆斯沃斯,迈克尔·多曼","剧情,悬疑,惊悚","英国,澳大利亚",3011051,https://movie.douban.com/subject/3011051/
源代码,2011-08-30,8.5,877044,"杰克·吉伦哈尔,维拉·法米加,米歇尔·莫纳汉","科幻,悬疑,惊悚","美国,加拿大",3075287,https://movie.douban.com/subject/3075287/
神探,2008-02-22,8.5,324765,"刘青云,安志杰,林家栋","动作,犯罪,悬疑,惊悚",中国香港,2027938,https://movie.douban.com/subject/2027938/
网络谜踪,2018-12-14,8.5,542783,"约翰·赵,米切尔·拉,黛博拉·梅辛","剧情,犯罪,悬疑,惊悚","美国,俄罗斯",27615441,https://movie.douban.com/subject/27615441/
小姐,2016-05-14,8.5,515624,"金敏喜,金泰梨,河正宇","剧情,悬疑,情色,同性",韩国,25977027,https://movie.douban.com/subject/25977027/
月球,2009-07-10,8.5,281415,"山姆·洛克威尔,凯文·史派西,多米妮克·麦克艾丽戈特","剧情,科幻,悬疑","英国,美国",3073124,https://movie.douban.com/subject/3073124/
一级恐惧,1996-04-03,8.5,236224,"理查·基尔,爱德华·诺顿,劳拉·琳妮","剧情,犯罪,悬疑",美国,1296217,https://movie.douban.com/subject/1296217/
心理游戏,2004-08-07,8.8,44870,"今田耕司,藤井隆,山口智充","动画,冒险,喜剧,悬疑",日本,1477916,https://movie.douban.com/subject/1477916/
登堂入室,2012-10-10,8.5,176728,"法布莱斯·鲁奇尼,恩斯特·吴默埃,克里斯汀·斯科特·托马斯","剧情,悬疑",法国,6537486,https://movie.douban.com/subject/6537486/
刺杀肯尼迪,1991-12-20,8.8,41769,"凯文·科斯特纳,茜茜·斯派塞克,汤米·李·琼斯","传记,剧情,历史,悬疑,惊悚","美国,法国",1292230,https://movie.douban.com/subject/1292230/
巴斯特·斯克鲁格斯的歌谣,2018-08-31,8.5,144192,"哈利·米尔林,佐伊·卡赞,连姆·尼森","剧情,喜剧,爱情,西部,悬疑,歌舞",美国,26952704,https://movie.douban.com/subject/26952704/
焦土之城,2010-09-03,8.6,75447,"卢巴纳·阿兹巴尔,梅丽莎·德索蒙斯-波林,马克西姆·高德特","剧情,战争,悬疑","加拿大,法国",4935242,https://movie.douban.com/subject/4935242/
王牌对王牌,1998-07-29,8.5,132197,"塞缪尔·杰克逊,凯文·史派西,大卫·摩斯","动作,犯罪,剧情,悬疑,惊悚","美国,德国",1293434,https://movie.douban.com/subject/1293434/
穆赫兰道,2001-05-16,8.4,464957,"娜奥米·沃茨,劳拉·哈灵,安·米勒","剧情,悬疑,惊悚","法国,美国",1292217,https://movie.douban.com/subject/1292217/
卡里加里博士的小屋,1920-02-26,8.9,30589,"维尔纳·克劳斯,康拉德·韦特,弗里德里希·费赫尔","犯罪,悬疑,恐怖",德国,1292547,https://movie.douban.com/subject/1292547/
潜行者,1980-05-13,8.8,37167,"亚历山大·凯伊达诺夫斯基,阿丽萨·弗雷因德利赫,安纳托利·索洛尼岑","剧情,科幻,悬疑",苏联,1295656,https://movie.douban.com/subject/1295656/
电锯惊魂2,2005-10-28,8.4,233584,"托宾·贝尔,肖妮·史密斯,唐尼·沃尔伯格","悬疑,惊悚,恐怖","美国,加拿大",1309045,https://movie.douban.com/subject/1309045/
